draw,M,C,L,KD,MP,S,V,SD,ÖVR,bloc_1,bloc_2
1156,70,25,19,22,22,99,30,62,0,176,173
1157,70,25,19,21,22,100,30,62,0,177,172
1158,71,25,19,22,21,99,30,62,0,175,174
1159,71,25,19,22,22,98,30,62,0,175,174
1160,70,25,19,22,22,99,30,62,0,176,173
1161,70,25,19,22,22,99,30,62,0,176,173
1162,71,26,19,22,22,98,30,61,0,176,173
1163,70,25,19,22,22,99,30,62,0,176,173
1164,71,25,20,22,21,99,29,62,0,174,175
1165,71,25,19,22,22,99,30,61,0,176,173
1166,70,25,19,22,23,99,30,61,0,177,172
1167,71,25,19,22,22,99,29,62,0,175,174
1168,70,25,19,22,22,99,30,62,0,176,173
1169,71,25,19,22,22,99,29,62,0,175,174
1170,71,26,19,22,22,98,29,62,0,175,174
1171,71,25,19,22,22,99,29,62,0,175,174
1172,71,25,19,22,22,99,30,61,0,176,173
1173,71,25,20,22,21,99,29,62,0,174,175
1174,70,25,19,22,22,99,29,63,0,175,174
1175,70,25,19,22,22,99,30,62,0,176,173
1176,71,25,19,22,21,99,30,62,0,175,174
1177,71,25,19,22,22,99,29,62,0,175,174
1178,71,25,19,22,22,99,29,62,0,175,174
1179,70,25,19,22,22,99,30,62,0,176,173
1180,70,25,19,22,22,99,30,62,0,176,173
1181,71,25,19,22,22,98,30,62,0,175,174
1182,70,25,19,22,22,99,30,62,0,176,173
1183,70,25,19,22,22,99,30,62,0,176,173
1184,71,25,19,22,22,99,29,62,0,175,174
1185,70,25,19,22,22,99,30,62,0,176,173
1186,71,25,19,22,22,99,29,62,0,175,174
1187,70,25,19,22,22,99,30,62,0,176,173
1188,72,25,19,22,21,100,28,62,0,174,175
1189,71,25,19,22,22,98,30,62,0,175,174
1190,71,25,20,22,22,99,29,61,0,175,174
1191,72,25,20,22,22,98,28,62,0,173,176
1192,70,25,19,22,22,99,30,62,0,176,173
1193,70,25,19,22,22,99,30,62,0,176,173
1194,71,26,19,22,22,98,29,62,0,175,174
1195,71,26,19,22,22,99,29,61,0,176,173
1196,71,25,19,22,21,99,30,62,0,175,174
1197,71,26,19,22,21,99,29,62,0,175,174
1198,71,25,19,22,22,99,29,62,0,175,174
1199,71,25,19,22,21,99,29,63,0,174,175
1200,70,25,19,22,22,99,30,62,0,176,173
1201,70,25,19,22,22,99,30,62,0,176,173
1202,70,25,19,22,22,99,30,62,0,176,173
1203,71,25,19,22,22,99,30,61,0,176,173
1204,72,25,19,22,22,98,29,62,0,174,175
1205,71,25,19,21,22,99,30,62,0,176,173
1206,72,26,19,22,22,98,29,61,0,175,174
1207,71,25,20,22,22,98,30,61,0,175,174
1208,70,26,19,22,22,99,29,62,0,176,173
1209,70,25,19,22,22,100,29,62,0,176,173
1210,71,25,19,22,22,99,29,62,0,175,174
1211,70,25,19,22,22,99,30,62,0,176,173
1212,71,25,19,22,22,99,29,62,0,175,174
1213,71,25,19,22,21,100,29,62,0,175,174
1214,71,25,19,22,22,99,29,62,0,175,174
1215,71,25,20,22,22,98,29,62,0,174,175
1216,71,25,19,22,22,99,29,62,0,175,174
1217,71,25,19,22,22,99,29,62,0,175,174
1218,70,25,20,22,22,98,30,62,0,175,174
1219,71,25,19,22,22,98,30,62,0,175,174
1220,71,26,19,22,22,98,30,61,0,176,173
1221,71,26,19,22,22,98,29,62,0,175,174
1222,71,25,19,22,22,99,30,61,0,176,173
1223,70,25,19,22,22,100,29,62,0,176,173
1224,70,25,19,22,22,100,29,62,0,176,173
1225,71,25,19,22,22,99,29,62,0,175,174
1226,70,26,19,22,22,99,29,62,0,176,173
1227,70,25,19,22,22,100,29,62,0,176,173
1228,71,25,19,22,22,99,29,62,0,175,174
1229,70,25,19,22,22,100,30,61,0,177,172
1230,70,25,19,22,22,100,29,62,0,176,173
1231,71,25,19,22,22,100,28,62,0,175,174
1232,70,25,19,22,22,99,30,62,0,176,173
1233,71,25,20,22,22,98,29,62,0,174,175
1234,71,25,19,22,22,99,29,62,0,175,174
1235,71,25,19,22,22,99,29,62,0,175,174
1236,71,25,19,22,22,99,29,62,0,175,174
1237,70,25,19,22,22,99,30,62,0,176,173
1238,70,25,19,22,22,99,30,62,0,176,173
1239,71,25,19,22,22,99,30,61,0,176,173
1240,70,25,19,22,22,99,30,62,0,176,173
1241,70,25,19,22,22,99,30,62,0,176,173
1242,70,25,20,22,22,99,29,62,0,175,174
1243,71,25,19,22,22,98,30,62,0,175,174
1244,70,25,19,22,22,99,29,63,0,175,174
1245,70,25,19,22,22,100,30,61,0,177,172
1246,71,25,19,22,22,99,29,62,0,175,174
1247,70,25,19,22,22,99,30,62,0,176,173
1248,71,25,19,22,22,99,30,61,0,176,173
1249,71,25,19,22,22,99,29,62,0,175,174
1250,71,25,19,22,22,99,30,61,0,176,173
1251,70,25,19,22,22,100,29,62,0,176,173
1252,71,25,19,22,22,99,30,61,0,176,173
1253,71,25,19,22,22,99,30,61,0,176,173
1254,71,25,19,22,22,99,29,62,0,175,174
1255,70,25,19,22,22,99,29,63,0,175,174
1256,70,26,19,22,22,99,30,61,0,177,172
1257,70,25,19,22,22,99,30,62,0,176,173
1258,70,25,19,22,22,99,29,63,0,175,174
1259,70,25,19,22,22,99,30,62,0,176,173
1260,70,25,19,22,22,99,30,62,0,176,173
1261,70,25,19,22,22,100,30,61,0,177,172
1262,71,25,19,22,22,98,30,62,0,175,174
1263,70,26,19,22,22,98,30,62,0,176,173
1264,71,25,19,22,22,99,29,62,0,175,174
1265,70,25,19,22,22,99,30,62,0,176,173
1266,71,25,19,22,22,99,29,62,0,175,174
1267,71,26,19,22,22,98,29,62,0,175,174
1268,71,25,19,22,22,99,29,62,0,175,174
1269,70,25,19,22,21,100,30,62,0,176,173
1270,71,25,19,22,22,98,30,62,0,175,174
1271,70,25,19,22,22,99,30,62,0,176,173
1272,70,25,19,22,22,98,30,63,0,175,174
1273,71,25,19,22,22,99,29,62,0,175,174
1274,71,25,19,22,22,100,29,61,0,176,173
1275,71,26,20,22,22,97,29,62,0,174,175
1276,70,25,19,22,22,99,30,62,0,176,173
1277,70,25,19,22,22,100,29,62,0,176,173
1278,70,25,19,22,22,99,30,62,0,176,173
1279,70,25,19,22,22,99,30,62,0,176,173
1280,70,26,19,22,22,99,29,62,0,176,173
1281,71,25,19,22,22,98,30,62,0,175,174
1282,70,25,19,22,22,100,29,62,0,176,173
1283,71,25,19,21,22,99,30,62,0,176,173
1284,70,25,19,22,22,100,30,61,0,177,172
1285,70,25,19,22,22,99,30,62,0,176,173
1286,71,25,19,22,22,99,29,62,0,175,174
1287,71,25,19,22,22,99,30,61,0,176,173
1288,71,25,19,22,22,99,30,61,0,176,173
1289,70,25,19,22,22,99,30,62,0,176,173
1290,71,25,20,22,22,98,29,62,0,174,175
1291,71,25,19,22,22,99,29,62,0,175,174
1292,70,25,19,22,22,99,30,62,0,176,173
1293,71,25,19,22,22,99,29,62,0,175,174
1294,72,25,19,22,22,99,29,61,0,175,174
1295,71,26,20,22,22,98,28,62,0,174,175
1296,71,25,19,22,21,100,29,62,0,175,174
1297,71,25,19,22,22,99,29,62,0,175,174
1298,71,25,19,22,22,99,29,62,0,175,174
1299,71,25,19,22,21,99,30,62,0,175,174
1300,70,25,19,22,22,100,30,61,0,177,172
1301,70,25,19,22,22,99,30,62,0,176,173
1302,70,25,19,22,22,99,29,63,0,175,174
1303,71,25,19,22,22,99,29,62,0,175,174
1304,71,25,19,22,22,98,30,62,0,175,174
1305,71,25,19,22,22,99,29,62,0,175,174
1306,71,25,19,22,22,99,29,62,0,175,174
1307,71,25,19,22,22,99,29,62,0,175,174
1308,71,25,19,22,22,99,29,62,0,175,174
1309,70,25,19,22,22,99,30,62,0,176,173
1310,70,25,19,22,22,99,30,62,0,176,173
1311,70,25,19,22,22,100,29,62,0,176,173
1312,71,25,19,22,22,99,29,62,0,175,174
1313,71,25,19,22,22,99,29,62,0,175,174
1314,70,24,19,22,22,100,30,62,0,176,173
1315,71,25,19,22,21,99,29,63,0,174,175
1316,70,25,19,22,22,99,30,62,0,176,173
1317,71,25,19,22,22,99,29,62,0,175,174
1318,71,25,19,22,22,99,30,61,0,176,173
1319,70,25,19,22,22,99,30,62,0,176,173
1320,71,25,20,21,22,98,29,63,0,174,175
1321,70,25,19,22,22,99,30,62,0,176,173
1322,71,25,19,22,21,100,29,62,0,175,174
1323,71,25,19,22,22,99,30,61,0,176,173
1324,71,25,19,22,22,98,30,62,0,175,174
1325,71,25,19,22,22,99,29,62,0,175,174
1326,70,25,19,22,22,100,30,61,0,177,172
1327,71,25,19,21,22,100,29,62,0,176,173
1328,70,25,19,22,22,99,30,62,0,176,173
1329,70,25,19,22,22,99,30,62,0,176,173
1330,71,25,19,22,22,99,29,62,0,175,174
1331,71,25,20,22,22,98,29,62,0,174,175
1332,70,24,19,23,22,99,30,62,0,175,174
1333,70,25,19,22,22,99,30,62,0,176,173
1334,70,25,19,22,22,99,30,62,0,176,173
1335,71,25,19,22,21,99,30,62,0,175,174
1336,70,25,19,22,22,100,29,62,0,176,173
1337,71,26,19,22,22,98,30,61,0,176,173
1338,72,25,19,22,22,98,29,62,0,174,175
1339,71,25,19,22,22,99,29,62,0,175,174
1340,71,25,19,22,22,99,29,62,0,175,174
1341,71,25,19,22,22,99,29,62,0,175,174
1342,71,26,19,22,22,99,29,61,0,176,173
1343,71,25,19,22,21,99,29,63,0,174,175
1344,71,25,19,22,22,99,29,62,0,175,174
1345,70,25,19,22,21,100,29,63,0,175,174
1346,71,25,19,22,22,99,30,61,0,176,173
1347,71,25,19,22,22,99,29,62,0,175,174
1348,71,25,20,22,22,99,29,61,0,175,174
1349,71,25,20,22,22,98,29,62,0,174,175
1350,71,25,19,22,22,99,29,62,0,175,174
1351,71,25,20,22,21,99,29,62,0,174,175
1352,70,25,19,22,22,100,29,62,0,176,173
1353,71,25,19,22,22,99,29,62,0,175,174
1354,71,26,19,22,22,98,30,61,0,176,173
1355,70,25,19,22,22,100,29,62,0,176,173
1356,72,25,19,22,22,98,29,62,0,174,175
1357,70,25,19,22,22,99,30,62,0,176,173
1358,70,25,19,22,22,99,30,62,0,176,173
1359,70,25,19,22,22,99,30,62,0,176,173
1360,70,25,19,22,22,99,30,62,0,176,173
1361,71,25,19,22,22,99,30,61,0,176,173
1362,71,26,19,22,22,98,29,62,0,175,174
1363,71,25,20,22,22,98,29,62,0,174,175
1364,71,25,19,22,22,99,29,62,0,175,174
1365,71,25,19,22,22,99,29,62,0,175,174
1366,71,25,19,22,22,99,29,62,0,175,174
1367,71,25,19,22,22,99,29,62,0,175,174
1368,71,25,19,22,22,99,29,62,0,175,174
1369,71,25,19,22,22,99,29,62,0,175,174
1370,72,25,19,22,22,98,29,62,0,174,175
1371,70,25,19,22,22,99,30,62,0,176,173
1372,71,25,19,22,22,100,29,61,0,176,173
1373,71,25,19,22,22,100,29,61,0,176,173
1374,71,25,19,22,22,99,29,62,0,175,174
1375,70,25,19,22,22,99,30,62,0,176,173
1376,71,25,19,22,22,99,29,62,0,175,174
1377,70,25,19,22,22,99,30,62,0,176,173
1378,71,25,19,22,22,99,29,62,0,175,174
1379,71,25,19,22,22,99,29,62,0,175,174
1380,69,25,19,22,21,100,31,62,0,177,172
1381,71,25,19,22,22,99,29,62,0,175,174
1382,71,25,19,22,22,98,30,62,0,175,174
1383,70,25,19,22,22,99,30,62,0,176,173
1384,70,25,19,22,22,99,30,62,0,176,173
1385,71,26,19,22,22,99,29,61,0,176,173
1386,71,25,19,22,22,98,30,62,0,175,174
1387,71,25,19,22,22,99,30,61,0,176,173
1388,70,25,19,22,21,99,30,63,0,175,174
1389,71,25,19,22,22,99,29,62,0,175,174
1390,70,25,19,22,22,99,31,61,0,177,172
1391,71,25,19,22,21,99,30,62,0,175,174
1392,70,25,19,22,22,99,30,62,0,176,173
1393,71,25,19,22,22,99,29,62,0,175,174
1394,71,25,19,22,22,99,29,62,0,175,174
1395,70,25,19,22,22,99,29,63,0,175,174
1396,70,25,19,22,22,99,30,62,0,176,173
1397,70,25,19,22,22,99,30,62,0,176,173
1398,70,25,19,22,22,99,30,62,0,176,173
1399,71,25,20,22,22,98,29,62,0,174,175
1400,70,25,19,22,22,99,30,62,0,176,173
1401,71,25,19,22,22,99,29,62,0,175,174
1402,70,25,19,22,22,99,30,62,0,176,173
1403,70,25,19,22,22,99,30,62,0,176,173
1404,70,25,19,22,22,99,30,62,0,176,173
1405,70,25,19,22,22,99,30,62,0,176,173
1406,71,25,19,22,22,98,30,62,0,175,174
1407,70,25,19,22,22,99,30,62,0,176,173
1408,72,25,19,22,22,98,29,62,0,174,175
1409,71,25,20,22,22,98,29,62,0,174,175
1410,71,25,19,22,22,99,29,62,0,175,174
1411,71,25,19,22,22,99,29,62,0,175,174
1412,71,25,19,22,22,99,29,62,0,175,174
1413,71,25,19,22,22,98,30,62,0,175,174
1414,72,25,19,22,22,98,28,63,0,173,176
1415,71,25,19,22,21,99,30,62,0,175,174
1416,70,25,19,22,21,100,30,62,0,176,173
1417,70,25,19,22,22,99,30,62,0,176,173
1418,70,25,19,22,22,99,30,62,0,176,173
1419,70,25,19,22,22,99,30,62,0,176,173
1420,72,25,19,22,22,98,30,61,0,175,174
1421,71,25,19,22,22,99,28,63,0,174,175
1422,71,25,19,22,22,99,29,62,0,175,174
1423,71,25,19,22,22,98,30,62,0,175,174
1424,70,25,19,22,22,99,30,62,0,176,173
1425,70,25,19,22,22,99,30,62,0,176,173
1426,70,25,19,22,22,99,30,62,0,176,173
1427,71,25,19,22,22,99,29,62,0,175,174
1428,70,25,19,22,22,99,30,62,0,176,173
1429,71,25,20,22,22,98,29,62,0,174,175
1430,71,25,19,22,22,99,29,62,0,175,174
1431,70,25,19,21,22,100,30,62,0,177,172
1432,71,26,19,23,21,98,29,62,0,174,175
1433,70,25,19,22,22,99,30,62,0,176,173
1434,71,25,19,22,22,99,29,62,0,175,174
1435,71,25,20,22,22,98,29,62,0,174,175
1436,72,25,19,22,21,99,29,62,0,174,175
1437,72,25,19,22,22,98,29,62,0,174,175
1438,70,25,19,22,22,99,30,62,0,176,173
1439,71,25,19,22,22,99,29,62,0,175,174
1440,71,25,19,22,22,99,29,62,0,175,174
1441,70,25,19,22,22,100,29,62,0,176,173
1442,71,25,19,22,22,99,29,62,0,175,174
1443,70,25,19,22,22,99,30,62,0,176,173
1444,71,25,19,22,22,98,30,62,0,175,174
1445,71,25,19,22,21,99,30,62,0,175,174
1446,71,25,19,22,22,99,29,62,0,175,174
1447,71,25,19,22,22,99,29,62,0,175,174
1448,70,25,19,22,22,99,30,62,0,176,173
1449,71,25,19,22,22,99,29,62,0,175,174
1450,71,25,19,22,22,99,29,62,0,175,174
1451,71,24,19,22,22,100,30,61,0,176,173
1452,70,25,19,22,22,99,30,62,0,176,173
1453,70,25,19,22,22,98,30,63,0,175,174
1454,71,25,19,22,22,99,29,62,0,175,174
1455,70,25,19,22,22,99,30,62,0,176,173
1456,71,25,19,22,22,99,29,62,0,175,174
1457,70,25,19,22,22,99,30,62,0,176,173
1458,71,25,19,22,21,99,30,62,0,175,174
1459,71,25,19,22,22,99,29,62,0,175,174
1460,71,25,19,22,22,98,30,62,0,175,174
1461,70,25,19,22,22,100,29,62,0,176,173
1462,70,25,19,22,22,99,30,62,0,176,173
1463,71,25,19,21,22,100,29,62,0,176,173
1464,71,25,19,22,22,99,30,61,0,176,173
1465,70,25,19,22,22,99,29,63,0,175,174
1466,70,25,19,22,22,99,29,63,0,175,174
1467,71,26,19,22,22,99,29,61,0,176,173
1468,70,25,19,22,22,100,29,62,0,176,173
1469,71,25,19,22,22,99,30,61,0,176,173
1470,71,25,19,22,21,99,30,62,0,175,174
1471,71,25,19,22,22,99,29,62,0,175,174
1472,71,25,19,22,22,99,29,62,0,175,174
1473,71,25,19,22,22,99,30,61,0,176,173
1474,70,25,19,22,22,100,29,62,0,176,173
1475,71,25,19,22,22,99,30,61,0,176,173
1476,70,26,19,22,22,99,29,62,0,176,173
1477,70,25,19,21,22,100,30,62,0,177,172
1478,71,25,19,22,22,99,29,62,0,175,174
1479,71,26,19,22,22,98,29,62,0,175,174
1480,71,26,20,22,22,98,28,62,0,174,175
1481,71,25,19,22,21,99,30,62,0,175,174
1482,70,25,19,22,22,99,30,62,0,176,173
1483,71,25,19,22,21,99,30,62,0,175,174
1484,71,25,20,22,22,99,29,61,0,175,174
1485,70,25,19,22,22,99,30,62,0,176,173
1486,71,25,19,22,22,99,29,62,0,175,174
1487,71,25,19,22,22,99,29,62,0,175,174
1488,71,25,19,22,22,99,29,62,0,175,174
1489,71,25,20,21,22,98,30,62,0,175,174
1490,70,25,19,22,22,100,29,62,0,176,173
1491,71,25,19,22,21,99,30,62,0,175,174
1492,70,25,19,22,22,99,30,62,0,176,173
1493,71,25,19,22,22,100,29,61,0,176,173
1494,71,25,20,22,22,99,29,61,0,175,174
1495,70,25,19,22,22,99,30,62,0,176,173
1496,70,25,20,22,22,99,29,62,0,175,174
1497,70,25,19,22,22,99,30,62,0,176,173
1498,71,25,19,22,21,99,30,62,0,175,174
1499,71,25,19,22,21,100,29,62,0,175,174
1500,71,25,19,22,22,99,29,62,0,175,174
1501,71,25,19,22,22,98,29,63,0,174,175
1502,70,25,19,22,22,99,30,62,0,176,173
1503,71,25,19,22,22,99,29,62,0,175,174
1504,71,25,19,22,22,99,29,62,0,175,174
1505,71,25,20,22,22,98,29,62,0,174,175
1506,70,25,19,22,22,99,30,62,0,176,173
1507,71,25,19,22,22,99,30,61,0,176,173
1508,71,25,19,22,21,99,30,62,0,175,174
1509,70,25,19,22,22,99,30,62,0,176,173
1510,71,25,19,22,22,99,29,62,0,175,174
1511,70,25,19,22,22,99,31,61,0,177,172
1512,71,26,19,22,22,98,29,62,0,175,174
1513,70,25,19,22,22,99,30,62,0,176,173
1514,71,26,19,22,22,98,29,62,0,175,174
1515,70,25,19,22,22,99,30,62,0,176,173
1516,70,25,19,22,22,99,30,62,0,176,173
1517,70,25,19,22,22,100,29,62,0,176,173
1518,71,25,19,22,22,99,29,62,0,175,174
1519,71,25,19,22,21,99,30,62,0,175,174
1520,71,25,19,22,22,99,30,61,0,176,173
1521,70,25,19,22,22,100,29,62,0,176,173
1522,71,25,19,22,21,99,30,62,0,175,174
1523,70,25,19,22,22,99,29,63,0,175,174
1524,71,25,19,22,22,99,29,62,0,175,174
1525,70,25,19,22,22,100,29,62,0,176,173
1526,70,25,19,22,22,100,30,61,0,177,172
1527,70,25,19,22,22,99,30,62,0,176,173
1528,70,25,19,22,22,99,29,63,0,175,174
1529,71,25,19,22,21,99,30,62,0,175,174
1530,70,25,19,22,22,99,30,62,0,176,173
1531,70,25,20,22,21,99,30,62,0,175,174
1532,70,25,19,22,22,99,30,62,0,176,173
1533,71,25,19,22,22,98,30,62,0,175,174
1534,71,25,19,22,21,100,29,62,0,175,174
1535,70,25,19,23,22,98,30,62,0,175,174
1536,70,25,19,22,22,99,30,62,0,176,173
1537,71,26,19,22,22,98,29,62,0,175,174
1538,71,25,19,22,21,99,30,62,0,175,174
1539,70,25,19,22,23,99,30,61,0,177,172
1540,70,25,19,22,22,99,30,62,0,176,173
1541,70,25,19,22,22,99,30,62,0,176,173
1542,71,25,19,22,22,99,29,62,0,175,174
1543,71,25,19,22,22,99,29,62,0,175,174
1544,70,25,19,22,22,99,30,62,0,176,173
1545,71,25,19,22,22,99,29,62,0,175,174
1546,71,25,19,22,22,98,30,62,0,175,174
1547,70,26,19,22,22,100,29,61,0,177,172
1548,70,25,19,22,22,99,30,62,0,176,173
1549,70,25,19,22,22,100,29,62,0,176,173
1550,70,25,19,22,22,100,30,61,0,177,172
1551,71,25,19,23,22,98,29,62,0,174,175
1552,71,25,19,22,22,99,29,62,0,175,174
1553,70,25,19,22,21,100,30,62,0,176,173
1554,70,25,19,22,22,99,29,63,0,175,174
1555,70,25,19,22,22,99,30,62,0,176,173
1556,70,25,19,22,22,99,30,62,0,176,173
1557,71,25,19,22,22,99,29,62,0,175,174
1558,70,25,19,22,23,99,29,62,0,176,173
1559,71,25,19,22,21,99,30,62,0,175,174
1560,71,25,19,22,22,99,29,62,0,175,174
1561,71,25,19,22,22,99,29,62,0,175,174
1562,71,25,19,22,21,100,29,62,0,175,174
1563,70,25,19,22,22,100,29,62,0,176,173
1564,70,25,19,22,22,99,30,62,0,176,173
1565,70,25,19,23,21,100,30,61,0,176,173
1566,70,25,19,22,22,100,29,62,0,176,173
1567,70,25,19,22,22,100,29,62,0,176,173
1568,71,25,19,22,22,99,29,62,0,175,174
1569,71,25,19,22,21,99,30,62,0,175,174
1570,70,25,19,22,22,99,29,63,0,175,174
1571,70,25,19,22,22,99,30,62,0,176,173
1572,71,25,19,22,22,99,29,62,0,175,174
1573,71,25,19,22,22,99,29,62,0,175,174
1574,70,25,19,22,22,99,30,62,0,176,173
1575,71,25,19,22,22,98,30,62,0,175,174
1576,71,25,19,22,22,99,29,62,0,175,174
1577,71,25,19,22,22,99,29,62,0,175,174
1578,70,25,19,22,22,99,30,62,0,176,173
1579,71,24,19,22,22,99,30,62,0,175,174
1580,71,25,19,22,22,99,29,62,0,175,174
1581,70,25,19,22,22,99,30,62,0,176,173
1582,71,25,19,22,22,99,29,62,0,175,174
1583,70,25,19,22,22,99,31,61,0,177,172
1584,71,25,19,22,22,99,29,62,0,175,174
1585,71,25,19,22,21,100,29,62,0,175,174
1586,71,25,19,22,21,99,30,62,0,175,174
1587,70,25,19,22,22,99,30,62,0,176,173
1588,71,25,19,22,22,99,30,61,0,176,173
1589,70,25,19,22,22,99,30,62,0,176,173
1590,71,25,19,21,22,99,30,62,0,176,173
1591,70,25,19,22,22,99,30,62,0,176,173
1592,70,25,19,22,22,99,30,62,0,176,173
1593,70,26,20,22,21,98,30,62,0,175,174
1594,71,25,19,22,22,99,29,62,0,175,174
1595,71,25,19,22,22,99,29,62,0,175,174
1596,72,25,19,22,22,99,29,61,0,175,174
1597,71,25,19,22,22,99,29,62,0,175,174
1598,70,26,19,22,22,99,29,62,0,176,173
1599,71,26,19,22,22,99,29,61,0,176,173
1600,71,25,19,22,21,99,30,62,0,175,174
1601,70,25,19,22,22,99,30,62,0,176,173
1602,71,25,19,22,21,99,30,62,0,175,174
1603,71,25,19,22,22,99,29,62,0,175,174
1604,70,25,19,22,22,99,30,62,0,176,173
1605,71,25,19,22,22,99,30,61,0,176,173
1606,70,25,19,22,22,99,30,62,0,176,173
1607,71,25,19,22,22,99,30,61,0,176,173
1608,71,25,19,22,22,99,29,62,0,175,174
1609,70,25,19,22,22,100,30,61,0,177,172
1610,70,25,19,22,22,99,30,62,0,176,173
1611,71,25,19,22,22,99,30,61,0,176,173
1612,71,25,19,22,22,99,29,62,0,175,174
1613,72,25,19,22,22,98,29,62,0,174,175
1614,71,25,19,22,22,99,29,62,0,175,174
1615,70,25,19,22,22,99,30,62,0,176,173
1616,70,25,19,22,22,100,29,62,0,176,173
1617,71,25,19,22,22,99,30,61,0,176,173
1618,71,25,19,22,22,98,30,62,0,175,174
1619,70,26,19,22,22,98,30,62,0,176,173
1620,70,25,19,22,22,99,30,62,0,176,173
1621,71,25,19,22,22,99,29,62,0,175,174
1622,71,25,19,22,21,99,30,62,0,175,174
1623,70,25,19,22,22,99,30,62,0,176,173
1624,71,25,19,22,22,99,29,62,0,175,174
1625,71,25,19,22,22,99,29,62,0,175,174
1626,71,25,19,22,21,99,30,62,0,175,174
1627,70,25,19,22,22,99,30,62,0,176,173
1628,71,25,19,22,22,99,29,62,0,175,174
1629,70,25,19,22,22,99,30,62,0,176,173
1630,71,25,19,22,22,99,29,62,0,175,174
1631,70,25,19,22,22,99,30,62,0,176,173
1632,70,25,19,22,22,100,30,61,0,177,172
1633,71,25,20,22,22,99,29,61,0,175,174
1634,71,26,19,22,22,98,29,62,0,175,174
1635,71,25,19,23,22,98,29,62,0,174,175
1636,71,25,19,22,22,98,29,63,0,174,175
1637,70,25,19,21,22,100,30,62,0,177,172
1638,70,25,19,22,22,99,30,62,0,176,173
1639,71,25,19,22,22,99,29,62,0,175,174
1640,71,25,19,22,22,99,29,62,0,175,174
1641,70,25,19,22,22,99,30,62,0,176,173
1642,71,25,19,22,22,99,29,62,0,175,174
1643,71,24,19,22,22,100,30,61,0,176,173
1644,70,25,19,22,23,99,30,61,0,177,172
1645,70,25,19,22,22,99,30,62,0,176,173
1646,71,25,19,22,22,99,29,62,0,175,174
1647,71,25,19,22,22,99,29,62,0,175,174
1648,70,25,19,22,22,99,30,62,0,176,173
1649,70,25,19,22,22,99,29,63,0,175,174
1650,71,25,19,22,22,99,29,62,0,175,174
1651,71,25,19,22,22,99,30,61,0,176,173
1652,70,25,19,22,22,100,29,62,0,176,173
1653,71,25,19,22,22,99,29,62,0,175,174
1654,70,25,19,22,22,99,30,62,0,176,173
1655,71,25,19,22,22,99,29,62,0,175,174
1656,70,25,19,22,22,99,30,62,0,176,173
1657,71,26,19,22,22,98,29,62,0,175,174
1658,71,25,19,22,22,99,29,62,0,175,174
1659,71,25,19,22,21,99,30,62,0,175,174
1660,71,25,19,22,22,99,29,62,0,175,174
1661,71,25,19,22,21,99,30,62,0,175,174
1662,71,25,19,22,22,99,29,62,0,175,174
1663,71,25,19,22,22,99,29,62,0,175,174
1664,71,25,19,22,21,99,30,62,0,175,174
1665,71,26,19,22,21,99,29,62,0,175,174
1666,71,25,20,22,22,98,29,62,0,174,175
1667,70,26,19,22,22,99,30,61,0,177,172
1668,71,25,19,22,22,99,29,62,0,175,174
1669,71,25,19,22,22,99,29,62,0,175,174
1670,71,25,19,22,22,99,29,62,0,175,174
1671,71,25,20,22,22,98,29,62,0,174,175
1672,71,25,19,22,22,98,30,62,0,175,174
1673,71,25,20,22,22,98,29,62,0,174,175
1674,70,25,19,22,22,99,30,62,0,176,173
1675,72,25,19,22,21,99,29,62,0,174,175
1676,71,25,19,22,22,99,29,62,0,175,174
1677,70,26,19,22,22,99,29,62,0,176,173
1678,70,25,19,22,22,99,30,62,0,176,173
1679,70,25,19,22,22,99,30,62,0,176,173
1680,71,25,19,22,22,99,29,62,0,175,174
1681,71,25,19,22,22,99,29,62,0,175,174
1682,70,25,19,22,22,99,30,62,0,176,173
1683,70,26,19,22,22,99,29,62,0,176,173
1684,71,25,19,22,22,98,30,62,0,175,174
1685,70,25,19,22,22,99,30,62,0,176,173
1686,70,25,19,22,22,99,30,62,0,176,173
1687,70,25,19,22,22,100,30,61,0,177,172
1688,71,25,20,22,22,99,29,61,0,175,174
1689,71,25,19,22,22,99,30,61,0,176,173
1690,71,25,19,22,22,99,29,62,0,175,174
1691,71,25,19,22,22,99,29,62,0,175,174
1692,71,25,19,22,22,99,29,62,0,175,174
1693,70,25,19,22,22,99,29,63,0,175,174
1694,71,25,19,22,22,99,29,62,0,175,174
1695,70,25,19,22,22,99,30,62,0,176,173
1696,71,25,20,22,22,98,29,62,0,174,175
1697,71,25,19,22,22,99,29,62,0,175,174
1698,71,25,19,22,22,99,29,62,0,175,174
1699,71,25,19,22,22,99,29,62,0,175,174
1700,71,25,19,22,22,99,29,62,0,175,174
1701,71,25,19,22,22,99,29,62,0,175,174
1702,70,25,19,22,22,99,30,62,0,176,173
1703,71,25,19,22,22,99,29,62,0,175,174
1704,70,25,19,22,22,99,29,63,0,175,174
1705,71,26,20,22,22,98,28,62,0,174,175
1706,70,25,19,22,22,99,30,62,0,176,173
1707,71,25,19,22,22,99,30,61,0,176,173
1708,72,25,19,22,22,98,29,62,0,174,175
1709,70,25,19,22,22,99,30,62,0,176,173
1710,71,26,19,22,22,98,29,62,0,175,174
1711,70,25,19,22,22,99,30,62,0,176,173
1712,70,25,19,22,22,99,30,62,0,176,173
1713,71,25,19,22,22,99,29,62,0,175,174
